"Observation Report",

"Score Definition"
"5 = Excellent","4 = Good","3 = Neutral","2 = Need To Improved","1 = Not Observed"

SL,"Branch Name","Project Name","Entry Date","Data Submission Date","Activity Name",Year,Month,"Start Date","Start Time","End Date","End Time",Division,District,Upazila,Union,"Event Location","Event Village","Event Ward","Preparatory Work","Time management of the event was","Participants attention","Logistical arrangements","Relevancy of delivery of messages","Participants Feedback","Event Note","Submitted By"
107,Sharsha,DCBTN-CIFF,,12-11-2021,"Upazila level CTC meeting",0000,November,10-11-2021,10:00:10,10-11-2021,12:30:10,Khulna,Jashore,Sharsha,Sharsha,"Sharsha UPazila",Sharsha,05,4,5,5,4,4,4,,
108,Sharsha,DCBTN-CIFF,,12-11-2021,"Union level CTC meeting",0000,November,03-11-2021,10:00:21,03-11-2021,12:30:21,Khulna,Jashore,Sharsha,Nizampur,School,Gorpara,04,4,4,4,4,4,4,,
109,Sharsha,DCBTN-CIFF,,12-11-2021,"School Quiz",0000,November,09-11-2021,11:00:27,09-11-2021,12:40:27,Khulna,Jashore,Sharsha,Sharsha,Bazar,Sharsha,05,4,5,5,5,5,5,,
110,Manirampur,DCBTN-CIFF,,12-11-2021,"Union level CTC meeting",0000,November,11-11-2021,10:10:28,11-11-2021,12:13:28,Khulna,Jashore,Manirampur,Hariharnagar,"Khatura Bazar","Horihornagor Union Porisod",5,5,5,5,5,5,5,,
111,Manirampur,DCBTN-CIFF,,12-11-2021,"Union level CTC meeting",0000,November,10-11-2021,10:05:53,10-11-2021,12:17:53,Khulna,Jashore,Manirampur,Khanpur,Khanpur,"Khanpur Union Porishod",6,5,5,5,5,5,5,,
112,Manirampur,DCBTN-CIFF,,12-11-2021,"Union level CTC meeting",0000,November,08-11-2021,10:00:18,08-11-2021,12:10:18,Khulna,Jashore,Manirampur,Jhanpa,"Rajgonj Bazar","Jhanpa Union Porishod",7,5,5,5,5,5,5,,
113,Manirampur,DCBTN-CIFF,,12-11-2021,"Union level CTC meeting",0000,November,07-11-2021,10:00:17,07-11-2021,12:11:17,Khulna,Jashore,Manirampur,Shyamkur,Chinatola,"Shiamkur Union Porisod",4,5,5,5,5,5,5,,
114,Jhikargasa,DCBTN-CIFF,,11-11-2021,"Community Meeting",0000,November,08-11-2021,16:05:00,08-11-2021,16:30:00,Khulna,Jashore,Jhikargacha,,"School pasa lain para alihosen bari",Purondopur,7,4,4,4,4,4,4,,
115,Jhikargasa,DCBTN-CIFF,,11-11-2021,"Interactive Popular Theatre Show (IPT)",0000,November,08-11-2021,15:30:00,08-11-2021,16:05:00,Khulna,Jashore,Jhikargacha,,"School pasa lain para alihosen bari",Purondopur,7,4,4,4,4,4,4,,
116,Jhikargasa,DCBTN-CIFF,,11-11-2021,"Community Meeting",0000,November,08-11-2021,14:35:00,08-11-2021,15:00:00,Khulna,Jashore,Jhikargacha,,"Lain para sakyet bari",Purondopur,8,4,4,4,4,4,4,,
117,Jhikargasa,DCBTN-CIFF,,11-11-2021,"Interactive Popular Theatre Show (IPT)",0000,November,08-11-2021,14:00:00,08-11-2021,14:35:00,Khulna,Jashore,Jhikargacha,,"Lain para sakyat bari",Purondopur,8,4,4,4,4,4,4,,
118,Jhikargasa,DCBTN-CIFF,,11-11-2021,"Community Meeting",0000,November,08-11-2021,12:35:00,08-11-2021,13:00:00,Khulna,Jashore,Jhikargacha,,"Dali para abul hosen bari",Purondopur,7,4,4,4,4,4,4,,
119,Jhikargasa,DCBTN-CIFF,,11-11-2021,"Interactive Popular Theatre Show (IPT)",0000,November,08-11-2021,12:00:00,08-11-2021,12:35:00,Khulna,Jashore,Jhikargacha,,"Dali para abul hosen bari",Purondopur,7,4,4,4,4,4,4,,
120,Sharsha,DCBTN-CIFF,,10-11-2021,"Community Meeting",0000,October,28-10-2021,09:00:00,28-10-2021,09:35:00,Khulna,Jashore,Sharsha,Bahadurpur,,Notadega(modhopara),3,4,4,4,4,4,4,,
121,Sharsha,DCBTN-CIFF,,10-11-2021,"Community Meeting",0000,November,10-11-2021,16:05:00,10-11-2021,16:30:00,Khulna,Jashore,Sharsha,Goga,,Echapur(khalpara),8,5,4,4,4,4,4,,
122,Sharsha,DCBTN-CIFF,,10-11-2021,"Interactive Popular Theatre Show (IPT)",0000,November,10-11-2021,15:30:00,10-11-2021,16:05:00,Khulna,Jashore,Sharsha,Goga,,Echapur(khalpara),8,5,5,4,4,4,4,,
123,Sharsha,DCBTN-CIFF,,10-11-2021,"Community Meeting",0000,November,10-11-2021,14:35:00,10-11-2021,15:00:00,Khulna,Jashore,Sharsha,Goga,,Echapur(purbopara),8,5,4,4,4,4,4,,
124,Sharsha,DCBTN-CIFF,,10-11-2021,"Interactive Popular Theatre Show (IPT)",0000,November,10-11-2021,14:00:00,10-11-2021,14:35:00,Khulna,Jashore,Sharsha,Goga,,Echapur(purbopara),8,5,4,4,4,4,4,,
125,Sharsha,DCBTN-CIFF,,10-11-2021,"Community Meeting",0000,November,10-11-2021,12:35:00,10-11-2021,13:00:00,Khulna,Jashore,Sharsha,Goga,,Echapur(modhopara),8,5,4,4,4,4,4,,
126,Sharsha,DCBTN-CIFF,,10-11-2021,"Interactive Popular Theatre Show (IPT)",0000,November,10-11-2021,12:00:00,10-11-2021,12:35:00,Khulna,Jashore,Sharsha,Goga,,Echapur(modhopara),8,5,4,4,4,4,4,,
127,Sharsha,DCBTN-CIFF,,10-11-2021,"Community Meeting",0000,November,10-11-2021,11:05:00,10-11-2021,11:30:00,Khulna,Jashore,Sharsha,Goga,,Echapur(modhopara),8,4,4,4,4,4,4,,
128,Sharsha,DCBTN-CIFF,,10-11-2021,"Interactive Popular Theatre Show (IPT)",0000,November,10-11-2021,10:30:00,10-11-2021,11:05:00,Khulna,Jashore,Sharsha,Goga,,Echapur(modhopara),8,5,4,4,4,4,4,,
129,Sharsha,DCBTN-CIFF,,10-11-2021,"Community Meeting",0000,November,10-11-2021,09:35:00,10-11-2021,10:00:00,Khulna,Jashore,Sharsha,Goga,,Echapur(purbopara),8,5,4,4,4,4,4,,
130,Sharsha,DCBTN-CIFF,,10-11-2021,"Interactive Popular Theatre Show (IPT)",0000,November,10-11-2021,09:00:00,10-11-2021,09:35:00,Khulna,Jashore,Sharsha,Goga,,Echapur(purbopara),8,5,5,4,4,4,4,,
131,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Community Meeting",0000,October,11-10-2021,13:35:27,11-10-2021,14:00:27,Khulna,Jashore,Chougachha,Patibila,"Patibila School para ",Patibila,5,4,4,5,5,4,4,,
132,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Interactive Popular Theatre Show (IPT)",0000,October,11-10-2021,13:00:23,11-10-2021,13:35:23,Khulna,Jashore,Chougachha,Patibila,"Patibila School para ",Patibila,5,4,4,4,4,4,4,,
133,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Community Meeting",0000,October,11-10-2021,12:05:25,11-10-2021,12:30:25,Khulna,Jashore,Chougachha,Patibila,"Abu Sikkid Dokkin para ",Hayatpur,6,4,4,5,5,4,4,,
134,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Interactive Popular Theatre Show (IPT)",0000,October,11-10-2021,11:30:42,11-10-2021,12:05:42,Khulna,Jashore,Chougachha,Patibila,"Abu Sikkid ar bari Dokkin para ",Hayatpur,6,4,4,5,5,5,5,,
135,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Community Meeting",0000,October,11-10-2021,10:05:25,11-10-2021,10:30:25,Khulna,Jashore,Chougachha,Patibila,"Bise satra ar bari Satra para ",Hayatpur,6,4,4,3,3,4,4,,
136,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Interactive Popular Theatre Show (IPT)",0000,October,11-10-2021,09:30:01,11-10-2021,10:05:01,Khulna,Jashore,Chougachha,Patibila,"Bise Satra ar bari Satra para ",Hayatpur,6,4,4,4,4,4,4,,
137,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Community Meeting",0000,October,10-10-2021,15:15:36,10-10-2021,15:40:36,Khulna,Jashore,Chougachha,Hakimpur,"Md Bilul ar bari south para ",ArziSultanpur,,4,4,5,5,4,4,,
138,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Interactive Popular Theatre Show (IPT)",0000,October,10-10-2021,14:40:08,10-10-2021,15:15:08,Khulna,Jashore,Chougachha,Hakimpur,"Md Bilul ar bari south para ",ArziSultanpur,,4,4,5,5,4,4,,
139,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Community Meeting",0000,October,10-10-2021,13:55:59,10-10-2021,14:20:59,Khulna,Jashore,Chougachha,Hakimpur,"Hosen alir bari porbo para ",ArziSultanpur,,4,4,5,5,4,4,,
140,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Interactive Popular Theatre Show (IPT)",0000,October,10-10-2021,13:20:21,10-10-2021,13:55:21,Khulna,Jashore,Chougachha,Hakimpur,"Hosen ali ar bari porbo para ",ArziSultanpur,,4,4,5,5,4,4,,
141,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Community Meeting",0000,October,10-10-2021,12:30:08,10-10-2021,13:00:08,Khulna,Jashore,Chougachha,Hakimpur,"Nimay Bostom para ",Suruppur,1,4,4,4,5,5,5,,
142,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Interactive Popular Theatre Show (IPT)",0000,October,10-10-2021,12:00:42,10-10-2021,12:35:42,Khulna,Jashore,Chougachha,Hakimpur,"Nimay ar bari Bostom para ",Suruppur,1,4,4,4,4,4,4,,
143,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Community Meeting",0000,October,10-10-2021,11:05:49,10-10-2021,11:30:49,Khulna,Jashore,Chougachha,Hakimpur,"Hoimonti Rani ar bari babu para ",Suruppur,1,4,4,5,5,4,4,g,
144,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Interactive Popular Theatre Show (IPT)",0000,October,10-10-2021,10:30:18,10-10-2021,11:05:18,Khulna,Jashore,Chougachha,Hakimpur,"Hoimonti rani Ar bari babu para ",Suruppur,1,4,4,5,5,4,4,,
145,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Community Meeting",0000,October,10-10-2021,09:35:46,10-10-2021,10:00:46,Khulna,Jashore,Chougachha,Hakimpur,"Montu Mia ar bari Deyar para ",Suruppur,2,4,4,4,4,4,4,,
146,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Interactive Popular Theatre Show (IPT)",0000,October,10-10-2021,09:00:01,10-10-2021,09:35:01,Khulna,Jashore,Chougachha,Hakimpur,"Montu Mia ar bari Detar para ",Suruppur,2,4,4,4,4,4,4,,
147,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Community Meeting",0000,October,07-10-2021,16:00:57,07-10-2021,16:30:57,Khulna,Jashore,Chougachha,Narayanpur,"Dulu Mondol ar bari porbo para",Narayanpur,1,4,4,4,4,4,4,,
148,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Interactive Popular Theatre Show (IPT)",0000,October,07-10-2021,15:30:42,07-10-2021,16:05:42,Khulna,Jashore,Chougachha,Narayanpur,"Dulu Mondol ar bari Porbo para",Narayanpur,1,4,4,4,4,4,4,,
149,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Community Meeting",0000,October,07-10-2021,14:35:35,07-10-2021,15:00:35,Khulna,Jashore,Chougachha,Narayanpur,"Milon ar bari Hindu para ",Narayanpur,1,4,4,4,4,4,4,,
150,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Interactive Popular Theatre Show (IPT)",0000,October,07-10-2021,14:00:29,07-10-2021,14:35:29,Khulna,Jashore,Chougachha,Narayanpur,"Milon ar bari Hindu para ",Narayanpur,1,4,4,4,4,4,4,,
151,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Community Meeting",0000,October,07-10-2021,12:35:08,07-10-2021,13:00:08,Khulna,Jashore,Chougachha,Narayanpur,"Shariful islam ar bari Dokkin para ",Ilishpari,7,4,4,4,4,4,4,,
152,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Interactive Popular Theatre Show (IPT)",0000,October,07-10-2021,12:00:37,07-10-2021,12:35:37,Khulna,Jashore,Chougachha,Narayanpur,"Shariful islam ar bari Dokkin para",Ilishpari,7,4,4,4,4,4,4,,
153,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Community Meeting",0000,October,07-10-2021,11:05:18,07-10-2021,11:30:18,Khulna,Jashore,Chougachha,Narayanpur,"Jalil ar bari South para",Ilishpari,7,4,4,4,4,4,4,g,
154,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Interactive Popular Theatre Show (IPT)",0000,October,07-10-2021,10:30:05,07-10-2021,11:05:05,Khulna,Jashore,Chougachha,Narayanpur,"Jalil ar bari South para ",Ilishpari,7,4,4,4,4,4,4,,
155,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Community Meeting",0000,October,07-10-2021,09:35:17,07-10-2021,10:00:17,Khulna,Jashore,Chougachha,Narayanpur,"Alam ar bari Majer para ",Ilishpari,7,4,4,4,4,4,4,,
156,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Interactive Popular Theatre Show (IPT)",0000,October,07-10-2021,09:00:06,07-10-2021,09:35:06,Khulna,Jashore,Chougachha,Narayanpur,"Alam ar bari Majer para ",Ilishpari,7,4,4,4,4,4,4,,
157,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Community Meeting",0000,October,04-10-2021,16:55:06,04-10-2021,16:55:06,Khulna,Jashore,Chougachha,Chougachha,"Al Mamun majer para ","Chanpur ",,4,4,4,4,4,4,,
158,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Interactive Popular Theatre Show (IPT)",0000,October,04-10-2021,16:20:48,04-10-2021,16:55:48,Khulna,Jashore,Chougachha,Chougachha,"Al Mamun Majer para ","Chanpur ",,4,4,4,4,4,4,,
159,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Community Meeting",0000,October,04-10-2021,15:35:36,04-10-2021,16:00:36,Khulna,Jashore,Chougachha,Chougachha,"Jasim ar bari Porbo para ","Chanpur ",,4,4,4,4,4,4,,
160,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Interactive Popular Theatre Show (IPT)",0000,October,04-10-2021,15:00:53,04-10-2021,15:35:53,Khulna,Jashore,Chougachha,Chougachha,"Jasim ar bari Porbo para ","Chanpur ",,4,4,4,4,4,4,,
161,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Community Meeting",0000,October,04-10-2021,14:05:36,04-10-2021,14:30:36,Khulna,Jashore,Chougachha,Chougachha,"Furkan Alir bari Porbo para ",Digolshingho,,4,4,4,4,4,4,,
162,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Interactive Popular Theatre Show (IPT)",0000,October,04-10-2021,13:30:02,04-10-2021,14:05:02,Khulna,Jashore,Chougachha,Chougachha,"Furkan ar bari Porbo para ",Digolshingho,,4,4,4,4,4,4,,
163,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Community Meeting",0000,October,04-10-2021,11:35:12,04-10-2021,12:00:12,Khulna,Jashore,Chougachha,Chougachha,"Imamul ar bari Majer para ",Digolshingho,,4,4,4,4,4,4,,
164,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Interactive Popular Theatre Show (IPT)",0000,October,04-10-2021,11:00:58,04-10-2021,11:35:58,Khulna,Jashore,Chougachha,Chougachha,"Imamul ar bari Majer para ",Digolshingho,,4,4,4,4,4,4,,
165,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Community Meeting",0000,October,04-10-2021,10:05:56,04-10-2021,10:30:56,Khulna,Jashore,Chougachha,Chougachha,"Akkas alir bari ",Digolshingho,,4,4,4,4,4,4,,
166,Chaugaschha,DCBTN-CIFF,,10-11-2021,"Interactive Popular Theatre Show (IPT)",0000,October,04-10-2021,09:30:15,04-10-2021,11:05:15,Khulna,Jashore,Chougachha,Chougachha,"Akkas alir bari ",Digolshingho,,4,4,4,4,4,4,,
167,Sharsha,DCBTN-CIFF,,09-11-2021,"Community Meeting",0000,November,08-11-2021,16:05:00,08-11-2021,16:30:00,Khulna,Jashore,Sharsha,Putkhali,,"Mohesa danga(modhopara)",8,5,4,4,4,4,4,,
168,Sharsha,DCBTN-CIFF,,09-11-2021,"Interactive Popular Theatre Show (IPT)",0000,November,08-11-2021,15:30:00,08-11-2021,16:05:00,Khulna,Jashore,Sharsha,Putkhali,,"Mohesa danga(modhopara)",8,5,5,4,4,4,5,,
169,Sharsha,DCBTN-CIFF,,09-11-2021,"Community Meeting",0000,November,08-11-2021,14:35:00,08-11-2021,15:00:00,Khulna,Jashore,Sharsha,Putkhali,,Kholsi(sorderpara),3,4,4,4,4,4,4,,
170,Sharsha,DCBTN-CIFF,,09-11-2021,"Interactive Popular Theatre Show (IPT)",0000,November,08-11-2021,14:00:00,08-11-2021,14:35:00,Khulna,Jashore,Sharsha,Putkhali,,Kholsi(sorderpara),3,4,4,4,4,4,4,,
171,Sharsha,DCBTN-CIFF,,09-11-2021,"Community Meeting",0000,November,08-11-2021,12:35:00,08-11-2021,13:00:00,Khulna,Jashore,Sharsha,Putkhali,,Kholsi(dokhenpara),3,5,4,4,4,4,4,,
172,Sharsha,DCBTN-CIFF,,09-11-2021,"Interactive Popular Theatre Show (IPT)",0000,November,08-11-2021,12:00:00,08-11-2021,12:35:00,Khulna,Jashore,Sharsha,Putkhali,,Kholsi(dokhenpara),3,5,5,4,4,4,5,,
173,Sharsha,DCBTN-CIFF,,09-11-2021,"Community Meeting",0000,November,08-11-2021,11:05:00,08-11-2021,11:30:00,Khulna,Jashore,Sharsha,Putkhali,,Kholsi(bisaspara),3,4,4,4,4,4,4,,
174,Sharsha,DCBTN-CIFF,,09-11-2021,"Interactive Popular Theatre Show (IPT)",0000,November,08-11-2021,10:30:00,08-11-2021,11:05:00,Khulna,Jashore,Sharsha,Putkhali,,Kholsi(bisaspara),3,5,4,4,4,4,4,,
175,Sharsha,DCBTN-CIFF,,09-11-2021,"Community Meeting",0000,November,08-11-2021,09:35:00,08-11-2021,10:00:00,Khulna,Jashore,Sharsha,Sharsha,,Kholsi(utorpara),3,5,4,4,4,4,4,,
176,Sharsha,DCBTN-CIFF,,09-11-2021,"Interactive Popular Theatre Show (IPT)",0000,November,08-11-2021,09:00:00,08-11-2021,09:35:00,Khulna,Jashore,Sharsha,Putkhali,,Kholsi(utorpara),3,5,4,4,4,4,5,,
177,Sharsha,DCBTN-CIFF,,09-11-2021,"Community Meeting",0000,November,09-11-2021,16:05:00,09-11-2021,16:30:00,Khulna,Jashore,Sharsha,Sharsha,,Gatipara(posimpara),9,5,4,5,4,4,5,,
178,Sharsha,DCBTN-CIFF,,09-11-2021,"Interactive Popular Theatre Show (IPT)",0000,November,09-11-2021,15:30:00,09-11-2021,16:05:00,Khulna,Jashore,Sharsha,Sharsha,,Gatipara(posimpara),9,5,4,5,4,4,5,,
179,Sharsha,DCBTN-CIFF,,09-11-2021,"Community Meeting",0000,November,09-11-2021,14:35:00,09-11-2021,15:00:00,Khulna,Jashore,Sharsha,Sharsha,,Gatipara(morolpara),9,4,4,4,4,4,4,,
180,Sharsha,DCBTN-CIFF,,09-11-2021,"Interactive Popular Theatre Show (IPT)",0000,November,09-11-2021,14:00:00,09-11-2021,14:35:00,Khulna,Jashore,Sharsha,Sharsha,,Gatipara(morolpara),9,4,4,4,4,4,4,,
181,Sharsha,DCBTN-CIFF,,09-11-2021,"Community Meeting",0000,November,09-11-2021,12:35:00,09-11-2021,13:00:00,Khulna,Jashore,Sharsha,Sharsha,,Gatipara(modhopara),9,4,4,4,4,4,4,,
182,Sharsha,DCBTN-CIFF,,09-11-2021,"Interactive Popular Theatre Show (IPT)",0000,November,09-11-2021,12:00:00,09-11-2021,12:35:00,Khulna,Jashore,Sharsha,Sharsha,,Gatipara(modhopara),9,5,4,4,4,4,4,,
183,Sharsha,DCBTN-CIFF,,09-11-2021,"Community Meeting",0000,November,09-11-2021,11:05:00,09-11-2021,11:30:00,Khulna,Jashore,Sharsha,Sharsha,,Gatipara(modhopara),9,5,4,4,4,4,4,,
184,Sharsha,DCBTN-CIFF,,09-11-2021,"Interactive Popular Theatre Show (IPT)",0000,November,09-11-2021,10:30:00,09-11-2021,11:05:00,Khulna,Jashore,Sharsha,Sharsha,,Gatipara(modhopara),9,5,4,4,4,4,4,,
185,Sharsha,DCBTN-CIFF,,09-11-2021,"Community Meeting",0000,November,09-11-2021,09:35:00,09-11-2021,10:00:00,Khulna,Jashore,Sharsha,Sharsha,,Gatipara(matpara),9,5,4,4,4,4,4,,
186,Sharsha,DCBTN-CIFF,,09-11-2021,"Interactive Popular Theatre Show (IPT)",0000,November,09-11-2021,09:00:00,09-11-2021,09:35:00,Khulna,Jashore,Sharsha,Sharsha,,Gatipara(matpara),9,4,4,4,4,4,4,,
187,Chaugaschha,DCBTN-CIFF,,09-11-2021,"Community Meeting",0000,October,18-10-2021,16:05:13,18-10-2021,16:30:13,Khulna,Jashore,Chougachha,Sukpukhuria,"Joynur ar bari South para ",Ramkrisnapur,5,4,4,5,5,4,4,,
188,Chaugaschha,DCBTN-CIFF,,09-11-2021,"Interactive Popular Theatre Show (IPT)",0000,October,18-10-2021,15:30:50,18-10-2021,16:05:50,Khulna,Jashore,Chougachha,Sukpukhuria,"Joynur ar bari South para",Ramkrisnapur,5,4,4,5,5,4,4,,
189,Chaugaschha,DCBTN-CIFF,,09-11-2021,"Community Meeting",0000,October,18-10-2021,14:30:24,18-10-2021,15:00:24,Khulna,Jashore,Chougachha,Sukpukhuria,"Mojibor ar bari South para",Bonni,2,4,4,4,4,4,4,,
190,Chaugaschha,DCBTN-CIFF,,09-11-2021,"Interactive Popular Theatre Show (IPT)",0000,October,18-10-2021,14:00:04,18-10-2021,14:35:04,Khulna,Jashore,Chougachha,Sukpukhuria,"Mojibor ar bari South para",Bonni,2,4,4,4,4,4,4,g,
191,Chaugaschha,DCBTN-CIFF,,09-11-2021,"Community Meeting",0000,October,18-10-2021,12:05:59,18-10-2021,12:30:59,Khulna,Jashore,Chougachha,Sukpukhuria,"Tuhin ar bari Uttor para",Bonni,2,4,4,4,4,4,4,,
192,Chaugaschha,DCBTN-CIFF,,09-11-2021,"Interactive Popular Theatre Show (IPT)",0000,October,18-10-2021,11:30:20,18-10-2021,12:05:20,Khulna,Jashore,Chougachha,Sukpukhuria,"Tuhin ar bari Uttor para ",Bonni,2,4,4,4,4,4,4,,
193,Chaugaschha,DCBTN-CIFF,,09-11-2021,"Community Meeting",0000,October,18-10-2021,10:35:16,18-10-2021,11:00:16,Khulna,Jashore,Chougachha,Chougachha,"Akter Alir bari South para ",Moshumpur,9,4,4,4,4,4,4,,
194,Chaugaschha,DCBTN-CIFF,,09-11-2021,"Interactive Popular Theatre Show (IPT)",0000,October,18-10-2021,10:30:28,18-10-2021,11:05:28,Khulna,Jashore,Chougachha,Chougachha,"Akter Alir bari South para ",Moshumpur,9,4,4,4,4,4,4,,
195,Chaugaschha,DCBTN-CIFF,,09-11-2021,"Community Meeting",0000,October,18-10-2021,09:05:09,18-10-2021,09:30:09,Khulna,Jashore,Chougachha,Sukpukhuria,"Joynal ar bari Majer para",Bonni,2,4,4,5,5,4,4,,
196,Chaugaschha,DCBTN-CIFF,,09-11-2021,"Interactive Popular Theatre Show (IPT)",0000,October,18-10-2021,08:30:14,18-10-2021,09:05:14,Khulna,Jashore,Chougachha,Sukpukhuria,"Joynal ar bari Maje para",Bonni,2,4,4,5,5,4,4,,
197,Chaugaschha,DCBTN-CIFF,,09-11-2021,"Community Meeting",0000,October,21-10-2021,15:55:53,21-10-2021,16:20:53,Khulna,Jashore,Chougachha,Dhuliani,"Anup Halder ar bari South para ",Dhuliani,9,4,4,4,4,4,4,,
198,Chaugaschha,DCBTN-CIFF,,09-11-2021,"Interactive Popular Theatre Show (IPT)",0000,October,21-10-2021,15:20:19,21-10-2021,15:55:19,Khulna,Jashore,Chougachha,Dhuliani,"Anup Halder ar bari South para ",Dhuliani,9,4,4,4,4,4,4,,
199,Chaugaschha,DCBTN-CIFF,,09-11-2021,"Community Meeting",0000,October,21-10-2021,14:35:25,21-10-2021,15:00:25,Khulna,Jashore,Chougachha,Dhuliani,"Dhuliani School para ",Dhuliani,4,4,4,4,4,4,4,,
200,Chaugaschha,DCBTN-CIFF,,09-11-2021,"Interactive Popular Theatre Show (IPT)",0000,October,21-10-2021,14:00:23,21-10-2021,14:35:23,Khulna,Jashore,Chougachha,Dhuliani,"Dhuliani School para ",Dhuliani,4,4,4,4,4,4,4,,
201,Chaugaschha,DCBTN-CIFF,,09-11-2021,"Community Meeting",0000,October,21-10-2021,12:35:53,21-10-2021,13:00:53,Khulna,Jashore,Chougachha,Dhuliani,"Ahad Alir bari South para",Fotepur,4,4,4,4,4,4,4,,
202,Chaugaschha,DCBTN-CIFF,,09-11-2021,"Interactive Popular Theatre Show (IPT)",0000,October,21-10-2021,12:00:25,21-10-2021,12:35:25,Khulna,Jashore,Chougachha,Dhuliani,"Ahad Alir bari South para ",Fotepur,4,4,4,3,3,4,4,,
203,Chaugaschha,DCBTN-CIFF,,09-11-2021,"Community Meeting",0000,October,21-10-2021,11:15:42,21-10-2021,11:40:42,Khulna,Jashore,Chougachha,Dhuliani,"Moin Mondal  ar bari Majer para",Fotepur,4,4,4,3,3,3,3,,
204,Chaugaschha,DCBTN-CIFF,,09-11-2021,"Interactive Popular Theatre Show (IPT)",0000,October,21-10-2021,10:40:46,21-10-2021,11:15:46,Khulna,Jashore,Chougachha,Dhuliani,"Moin Mondal ar bari Majer para ",Fotepur,4,4,4,3,3,4,4,,
205,Chaugaschha,DCBTN-CIFF,,09-11-2021,"Community Meeting",0000,October,21-10-2021,10:05:56,21-10-2021,10:30:56,Khulna,Jashore,Chougachha,Dhuliani,"Hanef Alir bari near by U/P",Fotepur,,4,4,3,3,3,3,,
206,Chaugaschha,DCBTN-CIFF,,09-11-2021,"Interactive Popular Theatre Show (IPT)",0000,October,21-10-2021,09:30:26,21-10-2021,10:05:26,Khulna,Jashore,Chougachha,Dhuliani,"Hanef Alir bari Near by Porisad ",Fotepur,4,4,4,3,3,3,3,,
207,Chaugaschha,DCBTN-CIFF,,09-11-2021,"Community Meeting",0000,October,24-10-2021,16:35:59,24-10-2021,17:00:59,Khulna,Jashore,Chougachha,Narayanpur,"Saheb alir bari porbo para ",Chadpara,,4,4,4,4,4,4,,
208,Chaugaschha,DCBTN-CIFF,,09-11-2021,"Interactive Popular Theatre Show (IPT)",0000,October,24-10-2021,16:00:43,24-10-2021,16:35:43,Khulna,Jashore,Chougachha,Narayanpur,"Saheb alir bari porbo para ",Chadpara,,4,4,4,4,4,4,,
209,Chaugaschha,DCBTN-CIFF,,09-11-2021,"Community Meeting",0000,October,24-10-2021,15:05:20,24-10-2021,15:30:20,Khulna,Jashore,Chougachha,Narayanpur,"Laltu mia ar bari near by Mosque",Bandulitala,,4,4,4,4,3,3,,
210,Chaugaschha,DCBTN-CIFF,,09-11-2021,"Interactive Popular Theatre Show (IPT)",0000,October,24-10-2021,14:30:44,24-10-2021,15:05:44,Khulna,Jashore,Chougachha,Narayanpur,"Md Laltu mia ar bari near by Mosque",Bandulitala,,4,4,4,4,4,4,,
211,Chaugaschha,DCBTN-CIFF,,09-11-2021,"Community Meeting",0000,October,24-10-2021,13:15:17,24-10-2021,13:40:17,Khulna,Jashore,Chougachha,Narayanpur,"Sanjit Kumar School para ",Chadpara,1,4,4,5,5,4,4,,
212,Chaugaschha,DCBTN-CIFF,,09-11-2021,"Interactive Popular Theatre Show (IPT)",0000,October,24-10-2021,12:40:39,24-10-2021,13:15:39,Khulna,Jashore,Chougachha,Narayanpur,"Sanjit Kumar school Para ",Chadpara,1,4,4,5,5,4,4,,
